@relation Paper

@attribute warehouseman^4 {Alex}
@attribute warehouseman^3 {Alex}
@attribute warehouseman^0 {Alex}
@attribute warehouseman^2 {Alex}
@attribute clientType^0 {new,consolidate}
@attribute warehouseman^1 {Alex}
@attribute clientType^1 {new,consolidate}
@attribute clientType^2 {new,consolidate}
@attribute clientType^3 {new,consolidate}
@attribute clientType^4 {new,consolidate}
@attribute orderResult^0 {negative,positive}
@attribute orderResult^2 {negative,positive}
@attribute orderResult^1 {negative,positive}
@attribute financialOfficier^3 {Robert,Mario,Alexander}
@attribute customer^0 {A,B,C}
@attribute customer^1 {A,B,C}
@attribute financialOfficier^2 {Robert,Mario,Alexander}
@attribute financialOfficier^1 {Robert,Mario,Alexander}
@attribute customer^2 {A,B,C}
@attribute customer^3 {A,B,C}
@attribute financialOfficier^0 {Robert,Mario,Alexander}
@attribute customer^4 {A,B,C}
@attribute user^0 {U3,U2,U1}
@attribute user^1 {U3,U2,U1}
@attribute financialOfficier^4 {Robert,Mario,Alexander}
@attribute user^2 {U3,U2,U1}
@attribute user^4 {U3,U2,U1}
@attribute user^3 {U3,U2,U1}
@attribute orderResult^3 {negative,positive}
@attribute orderResult^4 {negative,positive}
@attribute product^1 {boxes,equipment,bottles}
@attribute product^2 {boxes,equipment,bottles}
@attribute product^0 {boxes,equipment,bottles}
@attribute product^3 {boxes,equipment,bottles}
@attribute product^4 {boxes,equipment,bottles}
@attribute salesmanager^2 {Johann,Mary,Marc}
@attribute salesmanager^1 {Johann,Mary,Marc}
@attribute salesmanager^4 {Johann,Mary,Marc}
@attribute salesmanager^3 {Johann,Mary,Marc}
@attribute salesmanager^0 {Johann,Mary,Marc}
@attribute amount^0 numeric
@attribute amount^1 numeric
@attribute amount^2 numeric
@attribute amount^3 numeric
@attribute amount^4 numeric
@attribute conformance {TRUE,FALSE,'?'}

@data
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U2,U2,Alexander,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,473,473,473,473,473,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U2,U2,Alexander,U2,U2,U2,positive,positive,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,467,467,467,467,467,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U1,U1,?,U1,?,U1,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,264,264,264,264,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U3,U3,?,U3,?,U3,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,385,385,385,385,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U1,U1,Robert,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,224,224,224,224,224,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,negative,negative,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,892,892,892,892,892,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,C,C,Alexander,Alexander,C,?,Alexander,?,U3,U3,?,U3,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,589,589,589,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,278,278,278,278,278,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U1,U1,?,U1,?,U1,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,777,777,777,777,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,B,U1,U1,Robert,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,701,701,701,701,701,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,680,680,680,680,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,?,U1,U1,?,U1,?,U1,negative,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,875,875,875,875,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,A,U1,U1,Robert,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,519,519,519,519,519,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,175,175,175,175,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,B,U1,U1,Mario,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,925,925,925,925,925,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U2,U2,Robert,U2,U2,U2,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,781,781,781,781,781,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,591,591,591,591,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U2,U2,Mario,U2,U2,U2,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,965,965,965,965,965,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,?,U1,U1,?,U1,?,U1,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,615,615,615,615,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,?,U1,U1,?,U1,?,U1,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,52,52,52,52,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U3,U3,?,U3,?,U3,negative,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,95,95,95,95,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,B,U3,U3,Mario,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,63,63,63,63,63,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,A,U1,U1,Robert,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,885,885,885,885,885,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,A,U2,U2,Robert,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Mary,Mary,Mary,Mary,Mary,438,438,438,438,438,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U3,U3,?,U3,?,U3,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,328,328,328,328,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,741,741,741,741,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,B,B,Robert,Robert,B,?,Robert,?,U1,U1,?,U1,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,497,497,497,?,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U2,U2,Alexander,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Mary,Mary,Mary,Mary,Mary,303,303,303,303,303,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,116,116,116,116,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U1,U1,?,U1,?,U1,negative,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,476,476,476,476,?,TRUE
?,?,Alex,Alex,new,Alex,new,new,?,?,negative,negative,negative,?,B,B,Alexander,Alexander,B,?,Alexander,?,U3,U3,?,U3,?,?,?,?,boxes,boxes,boxes,?,?,Johann,Johann,?,?,Johann,392,392,392,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U3,U3,?,U3,?,U3,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,660,660,660,660,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U1,U1,?,U1,?,U1,negative,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,580,580,580,580,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U2,U2,Alexander,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,188,188,188,188,188,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,89,89,89,89,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,C,U3,U3,Robert,U3,U3,U3,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,108,108,108,108,108,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U1,U1,Robert,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,905,905,905,905,905,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,C,U3,U3,Robert,U3,U3,U3,positive,positive,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,758,758,758,758,758,TRUE
?,?,Alex,Alex,new,Alex,new,new,?,?,negative,negative,negative,?,B,B,Alexander,Alexander,B,?,Alexander,?,U2,U2,?,U2,?,?,?,?,equipment,equipment,equipment,?,?,Marc,Marc,?,?,Marc,796,796,796,?,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,390,390,390,390,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U3,U3,Alexander,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,266,266,266,266,266,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,513,513,513,513,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,B,U3,U3,Robert,U3,U3,U3,negative,negative,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,423,423,423,423,423,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U1,U1,?,U1,?,U1,negative,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,318,318,318,318,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,932,932,932,932,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,A,A,Mario,Mario,A,?,Mario,?,U1,U1,?,U1,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,611,611,611,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U2,U2,Alexander,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,519,519,519,519,519,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,A,U2,U2,Robert,U2,U2,U2,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,652,652,652,652,652,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,A,U2,U2,Robert,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,465,465,465,465,465,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,positive,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,880,880,880,880,?,TRUE
?,?,Alex,Alex,new,Alex,new,new,?,?,negative,negative,negative,?,B,B,Alexander,Alexander,B,?,Alexander,?,U3,U3,?,U3,?,?,?,?,bottles,bottles,bottles,?,?,Marc,Marc,?,?,Marc,849,849,849,?,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,721,721,721,721,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,?,U3,U3,?,U3,?,U3,positive,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,286,286,286,286,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U2,U2,?,U2,?,U2,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,546,546,546,546,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,733,733,733,733,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,C,U1,U1,Robert,U1,U1,U1,positive,positive,equipment,equipment,equipment,equipment,equipment,Mary,Mary,Mary,Mary,Mary,184,184,184,184,184,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U3,U3,?,U3,?,U3,positive,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,907,907,907,907,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,487,487,487,487,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U3,U3,?,U3,?,U3,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,130,130,130,130,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,C,U3,U3,Robert,U3,U3,U3,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,900,900,900,900,900,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,?,U3,U3,?,U3,?,U3,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,858,858,858,858,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,A,U3,U3,Robert,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,892,892,892,892,892,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,733,733,733,733,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,375,375,375,375,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,769,769,769,769,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U2,U2,?,U2,?,U2,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,747,747,747,747,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U1,U1,Alexander,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,710,710,710,710,710,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,907,907,907,907,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,?,U1,U1,?,U1,?,U1,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,113,113,113,113,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,B,U1,U1,Robert,U1,U1,U1,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,178,178,178,178,178,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,753,753,753,753,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,249,249,249,249,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,A,A,Robert,Robert,A,?,Robert,?,U2,U2,?,U2,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,719,719,719,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,C,U2,U2,Robert,U2,U2,U2,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,834,834,834,834,834,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,B,U3,U3,Mario,U3,U3,U3,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,722,722,722,722,722,TRUE
?,?,Alex,Alex,new,Alex,new,new,?,?,positive,positive,positive,?,A,A,Alexander,Alexander,A,?,Alexander,?,U3,U3,?,U3,?,?,?,?,bottles,bottles,bottles,?,?,Marc,Marc,?,?,Marc,812,812,812,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U2,U2,Mario,U2,U2,U2,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,754,754,754,754,754,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,466,466,466,466,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U3,U3,?,U3,?,U3,positive,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,342,342,342,342,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U2,U2,?,U2,?,U2,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,399,399,399,399,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U3,U3,Alexander,U3,U3,U3,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,688,688,688,688,688,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,671,671,671,671,671,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U3,U3,Alexander,U3,U3,U3,negative,negative,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,775,775,775,775,775,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,586,586,586,586,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U1,U1,Alexander,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,166,166,166,166,166,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,449,449,449,449,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U2,U2,Alexander,U2,U2,U2,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,430,430,430,430,430,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,C,U3,U3,Robert,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,128,128,128,128,128,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U3,U3,?,U3,?,U3,negative,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,692,692,692,692,?,TRUE
